"","ID","nName","nodeDegree","nodeBetweenness"
"Arbinda",145,"Arbinda",3,0.670424055301165
"Ardestan",146,"Ardestan",2,3.68034191496159
"Argos",147,"Argos",1,0
"Arles",148,"Arles",4,0.209798783498065
"Arnstadt",149,"Arnstadt",2,0.832531398498133
"Aroue",150,"Aroue",1,0
"Arsinoe",151,"Arsinoe",1,0
"Artemita",152,"Artemita",3,0
"Artux",153,"Artux",2,0.000370207527451433
"Arwan",154,"Arwan",2,0
"Ash Shihr",155,"Ash Shihr",2,0.844944239124446
"Ashkabad",156,"Ashkabad",2,67.3784494358582
"Asirgarh",157,"Asirgarh",2,0
"Asti",158,"Asti",2,0.395002617325739
"Astor",159,"Astor",2,0
"Astorga",160,"Astorga",6,0.352524673787282
"Astrachan",161,"Astrachan",2,0
"Astrakhan",162,"Astrakhan",4,3.2408801734778
"Aswan",163,"Aswan",3,0.271028204950081
"Athens",164,"Athens",2,0.25496410184714
"Attock",165,"Attock",2,0
"Aubrac",166,"Aubrac",4,0.754831371560092
"Augila",167,"Augila",4,10.982620063201
"Augila Oasis",168,"Augila Oasis",3,0
"Augsburg",169,"Augsburg",9,7.43421998619487
"Aumont-Aubrac",170,"Aumont-Aubrac",4,0.000914630361938833
"Aurangabad",171,"Aurangabad",1,0
"Avignon",172,"Avignon",9,6.20723642891015
"Avlonya",173,"Avlonya",4,1.85046403277861
"Awlil",174,"Awlil",1,0
"Aydhab",175,"Aydhab",3,2.23853240444635
"Aydos",176,"Aydos",2,1.99194324082526
"Azov",177,"Azov",2,0.0835797935505058
"Babadag",178,"Babadag",2,2.14380091679162
"Babylon",179,"Babylon",1,0
"Bacau",180,"Bacau",3,1.91743399435702
"Bach",181,"Bach",1,0
"Bactra",182,"Bactra",6,0.382097722156637
"Bad Mergentheim",183,"Bad Mergentheim",2,0.504527529176164
"Badong",184,"Badong",2,0.011149779650302
"Bagamoyo",185,"Bagamoyo",2,0.00021776913379496
"Baghdad",186,"Baghdad",13,71.8287385681735
"Bahcesaray",187,"Bahcesaray",2,5.28853067318173
"Baia",188,"Baia",5,2.24339083382132
"Baku",189,"Baku",2,67.2907320287656
"Balasaghun",190,"Balasaghun",3,0.217144862278082
"Balasagun",191,"Balasagun",2,0.00174215307035968
"Balasore",192,"Balasore",1,0
"Balguntay",193,"Balguntay",2,0.313391560444327
"Balikesir",194,"Balikesir",2,0.0835362397237468
"Balkh",195,"Balkh",9,71.9140275666064
"Bam",196,"Bam",3,0.417856865719995
"Bamberg",197,"Bamberg",2,1.00796621268335
"Bamda",198,"Bamda",2,0.263457098065143
"Bamiyan",199,"Bamiyan",2,0.82662985497229
"Bandar Abbas",200,"Bandar Abbas",3,2.37841205215687
"Bandipur",201,"Bandipur",3,0.886291338660983
"Bangda",202,"Bangda",2,0.00100173801545682
"Banjagara",203,"Banjagara",2,0.00357141379423735
"Baocheng",204,"Baocheng",2,4.56672762024721
"Baoding",205,"Baoding",2,0.215809211590806
"Baoji",206,"Baoji",4,2.52444512969132
"Barbaricum",207,"Barbaricum",3,1.00861952008474
"Barcelona",208,"Barcelona",9,3.02794188496752
"Bardyjow",209,"Bardyjow",2,0.000174215307035968
"Barkol",210,"Barkol",4,0.298626813173029
"Barpandgia",211,"Barpandgia",3,1.16367114334675
"Barpanja",212,"Barpanja",2,0.537748936433698
"Barskaun",213,"Barskaun",2,0.000130661480276976
"Barygaza",214,"Barygaza",5,0.631595818745523
"Basel",215,"Basel",7,6.57714536705681
"Basle",216,"Basle",1,0
"Basra",217,"Basra",3,1.38931989029952
"Batang",218,"Batang",8,29.4653833096074
"Batman",219,"Batman",2,3.37219859064172
"Batumi",220,"Batumi",1,0
"Bauchi",221,"Bauchi",2,0.0834491320702288
"Bayana",222,"Bayana",4,0.000130661480276976
"Bayburt",223,"Bayburt",2,0.385146490029767
"Bayonne",224,"Bayonne",2,0.00137194554290825
"Bedel Pass",225,"Bedel Pass",4,0.548516894202746
"Beersheva",226,"Beersheva",1,0
"Begram",227,"Begram",2,0.000522645921107905
"Belgrade",228,"Belgrade",2,4.67673635666408
"Belorado",229,"Belorado",2,0
"Belvezet",230,"Belvezet",2,0.672427531332078
"Belz",231,"Belz",2,2.95582400682576
"Benba",232,"Benba",2,1.64677018975749
"Benket",233,"Benket",2,0.000566199747866897
"Benzilan",234,"Benzilan",2,0.175739690972533
"Berber",235,"Berber",3,0.128309573631991
"Berenice",236,"Berenice",6,0.00126306097601077
"Bergen",237,"Bergen",2,0.167159587101012
"Berlin",238,"Berlin",6,1.46350802700657
"Bernau",239,"Bernau",2,1.16777754331301
"Berytus",240,"Berytus",2,0.0118268870166685
"Beshbaliq",241,"Beshbaliq",5,0.518134470552785
"Bextograk",242,"Bextograk",2,0.500085038846747
"Bhimbar",243,"Bhimbar",3,0
"Bialogard",244,"Bialogard",2,0
"Biberach",245,"Biberach",2,0.333535205320361
"Biecz",246,"Biecz",2,0
"Bijie",247,"Bijie",3,1.57910206091627
"Bingen",248,"Bingen",2,0
"Bingol",249,"Bingol",2,0.639370176822003
"Binzhou",250,"Binzhou",3,7.74765958067682
"Binzhou (2)",251,"Binzhou (2)",2,0.0914194823671243
"Birecik",252,"Birecik",2,0.529941187090036
"Birjand",253,"Birjand",2,0.878811694812238
"Birka",254,"Birka",1,0
"Birlad",255,"Birlad",3,0.52589068120145
"Bishkek",256,"Bishkek",4,0.26053899167229
"Bistrita (2)",257,"Bistrita (2)",2,0.00209058368443162
"Bitlis",258,"Bitlis",2,3.50377470128063
"Bohu",259,"Bohu",2,0.777305146167731
"Bologna",260,"Bologna",8,5.60854289445397
"Bolu",261,"Bolu",4,2.07747398257716
"Bolzano",262,"Bolzano",2,1.00796621268335
"Bombay",263,"Bombay",3,0.678742836212132
"Bonn",264,"Bonn",2,0.764630982580864
"Boom Canyon",265,"Boom Canyon",2,0.00195992220415464
"Boom Gorge",266,"Boom Gorge",2,0.510973495536495
"Bordeaux",267,"Bordeaux",5,0.186824139882696
"Bornholm Is",268,"Bornholm Is",2,0.0835362397237468
"Borzesti",269,"Borzesti",3,1.7222475197366
"Botosani",270,"Botosani",2,0.217202934047093
"Bouzov",271,"Bouzov",2,0.0671868590555338
"Boxiang",272,"Boxiang",2,1.35583062700742
"Braclaw",273,"Braclaw",1,0
"Braila",274,"Braila",2,0.167072479447494
"Bran",275,"Bran",2,0.209405347263008
"Branszczyk",276,"Branszczyk",2,0
"Brashov",277,"Brashov",3,0.546689085273094
"Brasov",278,"Brasov",2,0.293115802293791
"Braunschweig",279,"Braunschweig",8,1.36311014017808
"Bregenz",280,"Bregenz",2,0.465111315959276
"Breisach",281,"Breisach",2,0.411258460966008
"Bremen",282,"Bremen",6,1.1102263124908
"Brenner",283,"Brenner",2,0.920248805590743
"Brenner Pass",284,"Brenner Pass",2,0.250216734730409
"Brescello",285,"Brescello",2,0.762903347452758
"Brescia",286,"Brescia",2,0.209697157902294
"Bristol",287,"Bristol",1,0
"Brno",288,"Brno",11,2.79840813666784
"Broach",289,"Broach",1,0
"Brodina",290,"Brodina",3,2.83702783335298
"Bruck",291,"Bruck",2,0.922818481369524
"Bruckneudorf",292,"Bruckneudorf",2,0
"Bruges",293,"Bruges",9,2.34237924538204
"Brugg",294,"Brugg",2,0.428958736160866
"Brundisium",295,"Brundisium",5,3.41631583593608
"Brunswick",296,"Brunswick",2,1.71912272836447
"Brussels",297,"Brussels",2,0.210713413860004
"Brzesc Kujawski",298,"Brzesc Kujawski",7,0.00744770437578764
"Buchara",299,"Buchara",4,1.3353603284307
"Bucharest",300,"Bucharest",2,0.0337832516227248
"Buda",301,"Buda",7,46.7530879637917
"Budginant",302,"Budginant",2,0.000304876787312944
"Budziszyn",303,"Budziszyn",2,0
"Bukhara",304,"Bukhara",5,54.9717047897979
"Buonconvento",305,"Buonconvento",2,0.59113431368642
"Burban",306,"Burban",2,0.548386232722469
"Burdur",307,"Burdur",2,2.2694707775388
"Burghetta",308,"Burghetta",2,1.22725973041488
"Burgos",309,"Burgos",8,1.18631913326143
"Burhanpur",310,"Burhanpur",8,0.00518290538432005
"Bursa",311,"Bursa",8,4.17022111959567
"Burzil Pass",312,"Burzil Pass",4,0.974008745753592
"Bushire",313,"Bushire",3,1.31698351712685
"Butzbach",314,"Butzbach",2,0.254876994193621
"Bydgoszcz",315,"Bydgoszcz",4,0.0819029712202846
"Bytom",316,"Bytom",3,0
"Byzantium",317,"Byzantium",8,0.00579265895894594
"Caceres",318,"Caceres",2,0.195164697707043
"Caesarea",319,"Caesarea",5,0.0225826591745374
"Caffa",320,"Caffa",2,5.33238937672804
"Cahors",321,"Cahors",3,0.00143727628304674
"Cahul",322,"Cahul",2,0.123387991208224
"Calliena",323,"Calliena",2,0.0419858889956683
"Calzadilla de la Cueza",324,"Calzadilla de la Cueza",2,0
"Cambay",325,"Cambay",4,0.839891995220403
"Camenita",326,"Camenita",2,2.59051628488471
"Camerino",327,"Camerino",2,0.000174215307035968
"Canakkale",328,"Canakkale",3,1.58488020193296
"Candanchu",329,"Candanchu",1,0
"Cane",330,"Cane",4,0.209907668064962
"Carmana",331,"Carmana",4,0
"Carnuntum",332,"Carnuntum",3,0.000130661480276976
"Carrion de los Condes",333,"Carrion de los Condes",5,0.174041091728932
"Carthago",334,"Carthago",4,0
"Carura",335,"Carura",2,0.0420512197358068
"Castrojeriz",336,"Castrojeriz",2,0.345991599773433
"Cebreiro",337,"Cebreiro",2,0.087891622399646
"Celje",338,"Celje",2,0
"Celle",339,"Celle",2,0.240771245934283
"Cercen",340,"Cercen",2,3.12985618039016
"Cernauti",341,"Cernauti",3,6.32094364882491
"Cesme",342,"Cesme",4,2.6585546623465
"Cetatea Alba",343,"Cetatea Alba",5,0.339502079586343
"Cetatea de Balta ",344,"Cetatea de Balta ",2,0.680354327802215
"Ch'ang-an",345,"Ch'ang-an",3,0.167159587101012
"Ch'eng-tu",346,"Ch'eng-tu",1,0
"Chach",347,"Chach",3,0
"Chah Horun",348,"Chah Horun",2,1.92372897411792
"Chah Sahibi",349,"Chah Sahibi",2,1.87987027057162
"Chalon-sur-Saone",350,"Chalon-sur-Saone",3,5.4578962097583
"Chamdo",351,"Chamdo",6,3.66604174184238
"Chang'an",352,"Chang'an",4,42.581574684251
"Changde",353,"Changde",2,1.36262502398183
"Changdu",354,"Changdu",3,13.7985709553902
"Changji",355,"Changji",2,1.32880475160633
"Changki",356,"Changki",2,0.495206284352628
"Changsha",357,"Changsha",6,3.7639507443966
"Changshan",358,"Changshan",2,2.65103432716633
"Changzi",359,"Changzi",2,0.94198216514348
"Chao (2)",360,"Chao (2)",2,0.0892417910291747
"Chaozhou",361,"Chaozhou",2,0.550346154926624
"Charax",362,"Charax",6,0.122908899113876
"Charchan",363,"Charchan",2,0.0380805625296121
"Charklick",364,"Charklick",3,35.0483160747665
"Charsadda",365,"Charsadda",2,0.00117595332249279
"Chartres",366,"Chartres",2,0.005487782171633
"Cheb",367,"Cheb",2,0.402132482465774
"Chekuluchuan",368,"Chekuluchuan",2,7.28273844976107
"Chelm",369,"Chelm",3,0.0636321408948874
"Chelmno",370,"Chelmno",6,1.24797683400991
"Chengdu",371,"Chengdu",8,26.1395550265217
"Chengdu ",372,"Chengdu ",1,0
"Chengtian",373,"Chengtian",1,0
"Chengting",374,"Chengting",3,9.29498186600127
"Chenqi",375,"Chenqi",2,1.01576234767321
"Chepaitz",376,"Chepaitz",3,0.251000703612071
"Cherson",377,"Cherson",2,0.254746332713345
"Chigirbend",378,"Chigirbend",2,3.75608201969548
"Chikinhsia",379,"Chikinhsia",1,0
"Chilia",380,"Chilia",4,0.339676294893379
"Chinkiang",381,"Chinkiang",3,0.916111192048639
"Chinyang",382,"Chinyang",3,0.838890257204946
"Chinzhou",383,"Chinzhou",2,1.01327977954795
"Chiping",384,"Chiping",2,0.42952783949718
"Chipping Campden",385,"Chipping Campden",2,0.127394943270052
"Chitai",386,"Chitai",2,1.52987171873636
"Chiusa",387,"Chiusa",2,0.337934141823019
"Chociebuz",388,"Chociebuz",1,0
"Chocim",389,"Chocim",2,0
"Chong'an",390,"Chong'an",2,2.11453828914906
"Chongde",391,"Chongde",2,4.59440607715255
"Chongqing",392,"Chongqing",3,1.09154600623386
"Chongqingzhou",393,"Chongqingzhou",2,0.167072479447494
"Chopda",394,"Chopda",2,0.00426827502238122
"Chormagzak",395,"Chormagzak",2,0.416810122083554
"Chu ",396,"Chu ",2,0.178309366751313
"Chuguchak",397,"Chuguchak",5,0.251654011013456
"Chungking",398,"Chungking",4,2.54151097080972
"Chur",399,"Chur",3,1.05182491622966
"Churchan",400,"Churchan",4,2.66214055298987
"Chuzhou (2)",401,"Chuzhou (2)",2,0.350129213315537
"Ci",402,"Ci",2,0.999560324118868
"Ciceu",403,"Ciceu",3,2.65695453661793
"Cieszyn",404,"Cieszyn",7,0.742737925663344
"Cimpulung",405,"Cimpulung",2,0.0417231142408891
"Cimpulung (2)",406,"Cimpulung (2)",2,0.00400695206182727
"Civril",407,"Civril",2,0
"Cizur Menor",408,"Cizur Menor",2,0
"Clermont",409,"Clermont",1,0
"Clery",410,"Clery",2,0
"Cleve",411,"Cleve",2,0.255225424807693
"Cluj",412,"Cluj",2,2.61727700044049
"Coburg",413,"Coburg",2,0.964107509137048
"Cologne",414,"Cologne",15,20.1592874792313
"Colomea",415,"Colomea",2,6.2332262417323
"Comana",416,"Comana",2,0.76524073615549
"Como",417,"Como",2,1.18340102686857
"Conques",418,"Conques",8,1.3294932650177
"Constance",419,"Constance",6,8.00670115599226
"Constantin",420,"Constantin",2,0
"Constantinople",421,"Constantinople",6,7.34486383347374
"Constantinopol",422,"Constantinopol",2,0.000566199747866897
"Coptus",423,"Coptus",6,0.251087811265589
"Coqen",424,"Coqen",2,1.52002855388882
"Corinth",425,"Corinth",2,0.127525604750329
"Corinthus",426,"Corinthus",2,3.3580553336748
"Corlu",427,"Corlu",2,0
"Coron",428,"Coron",2,0.0871729842581226
"Corunna",429,"Corunna",5,0.000413761354210425
"Cotnari",430,"Cotnari",2,0.0525694688981034
"Cracovia",431,"Cracovia",2,6.8422193354331
"Cracow",432,"Cracow",7,6.84131324058664
"Crailsheim",433,"Crailsheim",2,0.548386232722469
"Ctesiphon",434,"Ctesiphon",4,0.246928420810105
"Cyrene",435,"Cyrene",3,0.226211317215078
"Czersk",436,"Czersk",4,0.000304876787312944
"Czerwien",437,"Czerwien",2,0
"Dacca",438,"Dacca",1,0
"Daizhou",439,"Daizhou",3,8.5879000065113
"Daluo",440,"Daluo",2,0.168030663636191
"Damar",441,"Damar",3,0.00104529184221581
"Damascus",442,"Damascus",16,72.1308809021436
"Damaskus",443,"Damaskus",2,0.0717529065338373
"Damghan",444,"Damghan",5,3.42276365021268
"Danba",445,"Danba",2,21.448735294867
"Dandanakan",446,"Dandanakan",2,4.50533850143041
"Dangara",447,"Dangara",2,1.6221187238119
"Dangtu",448,"Dangtu",2,8.71076535179841e-05
"Danyang",449,"Danyang",2,5.17092808196134
"Danzig",450,"Danzig",3,5.42576160874452
"Daocheng",451,"Daocheng",2,0.210844075340281
"Daofu",452,"Daofu",2,1.28658004246063
"Daqunwan",453,"Daqunwan",2,0.416853675910313
"Daraut-Kurgan",454,"Daraut-Kurgan",2,0.0897208831235236
"Darband",455,"Darband",1,0
"Dargan",456,"Dargan",2,3.71222331614917
"Datong",457,"Datong",2,1.58988889201025
"Dayakhatyn",458,"Dayakhatyn",2,3.58064720551026
"Dayu",459,"Dayu",2,0.889804680686208
"Dazhu",460,"Dazhu",2,0.00113239949573379
"De",461,"De",3,7.79173605335692
"De'an",462,"De'an",2,0.207998558658693
"De'an (2)",463,"De'an (2)",2,0.00513935155756106
"Dege",464,"Dege",2,0.602000993462788
"Dehistan",465,"Dehistan",2,0.210713413860004
"Deim Zubair",466,"Deim Zubair",2,1.1702042173606
"Delhi",467,"Delhi",7,0.67107736270255
"Denau",468,"Denau",2,0.387486471222188
"Dendera",469,"Dendera",2,0.000130661480276976
"Denizli",470,"Denizli",2,1.87921915681535
"Deqeng",471,"Deqeng",2,0.219598394518838
"Deyang",472,"Deyang",2,1.7855762356384
"Dholpur",473,"Dholpur",2,0.000174215307035968
"Dhufar",474,"Dhufar",3,0.840763071755583
"Dibra",475,"Dibra",3,0.212782220631056
"Dijon",476,"Dijon",2,0
"Dinau",477,"Dinau",2,0.166854710313699
"Ding",478,"Ding",2,0.368770251168386
"Dingxi",479,"Dingxi",2,0.260909199199742
"Dingxing",480,"Dingxing",2,0.0624997413991536
"Dingyuan",481,"Dingyuan",3,1.24955928971548
"Dinkelsbuhl",482,"Dinkelsbuhl",2,0.592244936268774
"Dioscurias",483,"Dioscurias",1,0
"Divab",484,"Divab",2,0.959403695847077
"Diyarbakir",485,"Diyarbakir",2,3.32415871972655
"Diyarbekir",486,"Diyarbekir",2,0.617658594182646
"Dobrzyn",487,"Dobrzyn",4,0.127612712403847
"Dolce",488,"Dolce",2,1.27111843396118
"Donauworth",489,"Donauworth",5,7.42947228608123
"Dong'an",490,"Dong'an",2,0.819639465777472
"Donga",491,"Donga",2,0.348125737284623
"Donghai",492,"Donghai",2,5.74727587146308
"Dongping",493,"Dongping",2,0.266636527418549
"Dorohoi",494,"Dorohoi",1,0
"Dover",495,"Dover",2,0
"Drescha",496,"Drescha",2,0.0353302247861046
"Drohiczyn",497,"Drohiczyn",5,0.000130661480276976
"Dubris",498,"Dubris",2,0
"Dubrovnik",499,"Dubrovnik",4,1.15592422360099
"Duldul Atlagan",500,"Duldul Atlagan",2,3.79994072324178
"Dura Europos",501,"Dura Europos",5,0.174308792214116
"Durazzo",502,"Durazzo",3,3.10613703537601
"Durham",503,"Durham",1,0
"Dushanbe",504,"Dushanbe",13,8.79154681197965
"Ecbatana",505,"Ecbatana",5,0
"Edessa",506,"Edessa",4,0.51119126467029
"Edfu",507,"Edfu",2,0.000174215307035968
"Edirne",508,"Edirne",8,6.24605746233293
"Einsiedeln",509,"Einsiedeln",3,1.2030386177575
"Eisfeld",510,"Eisfeld",2,0.920248805590743
"El Burgo Ranero",511,"El Burgo Ranero",2,0
"Elaea",512,"Elaea",1,0
"Elazig",513,"Elazig",3,4.58785122622533
"Elbasan",514,"Elbasan",2,1.77900271878541
"En",515,"En",2,0.592070720961738
"Ephesus",516,"Ephesus",5,5.87257744983619
"Erfurt",517,"Erfurt",9,10.5191070226719
"Ergiri",518,"Ergiri",2,0.381270199448216
"Erlangen",519,"Erlangen",2,1.09568361977596
"Erpu",520,"Erpu",4,7.06046149489652
"Ertaochiao",521,"Ertaochiao",2,0.0010888456689748
"Erzincan",522,"Erzincan",5,8.11688714702617
"Erzurum",523,"Erzurum",8,54.2390218872392
"Eskisehir",524,"Eskisehir",2,1.48875690627587
"Espalion",525,"Espalion",2,0
"Espeyrac",526,"Espeyrac",2,0.00187281455063666
"Essek",527,"Essek",3,4.79995013256527
"Estaing",528,"Estaing",4,0.268596449622704
"Estella",529,"Estella",5,1.69864279742745
"Etil",530,"Etil",2,0.127394943270052
"Faizabad",531,"Faizabad",8,3.12719089359169
"Falciu",532,"Falciu",3,0.206750015624935
"Famagusta",533,"Famagusta",2,7.19640531250849
"Fangcheng",534,"Fangcheng",2,8.47513914903226
"Faycelles",535,"Faycelles",1,0
"Feicheng",536,"Feicheng",2,0.414937307532917
"Feldkirch",537,"Feldkirch",2,0.508970019505581
"Fengcheng",538,"Fengcheng",2,1.87020132103112
"Fenghuang",539,"Fenghuang",2,0.345643169159361
"Fengqiu",540,"Fengqiu",2,0.0586234508176033
"Fengrun",541,"Fengrun",2,0.00156793776332371
"Fengxian",542,"Fengxian",3,4.4790102131546
"Fengxiang",543,"Fengxiang",2,1.09550940446893
"Fengyang (2)",544,"Fengyang (2)",3,1.42220665898813
"Fenzhou",545,"Fenzhou",2,8.40270913513206
"Ferava",546,"Ferava",4,2.83718338273426
"Ferrara",547,"Ferrara",4,0.709143407289909
"Figuig",548,"Figuig",5,0.000391984440830929
"Filibe",549,"Filibe",2,0.0939891581459049
"Finisterre",550,"Finisterre",1,0
"Firenze",551,"Firenze",2,0.802522811861188
"Firenzuola",552,"Firenzuola",2,0.670946701222273
