"","ID","nName","nodeDegree","nodeBetweenness"
"loc01-tmc010512",1125,"loc01-tmc010512",1,0
"loc01-tmc020127",1126,"loc01-tmc020127",1,0
"loc01-tmc020218",1127,"loc01-tmc020218",2,0.0803343075598482
"loc01-tmc020719",1128,"loc01-tmc020719",1,0
"loc01-tmc030511",1129,"loc01-tmc030511",2,4.35538267589921e-05
"loc01-tmc030512",1130,"loc01-tmc030512",1,0
"loc01-tmc030512 ",1131,"loc01-tmc030512 ",1,0
"loc01-tmc031216",1132,"loc01-tmc031216",2,0
"loc01-tmc040120",1133,"loc01-tmc040120",1,0
"loc01-tmc040121",1134,"loc01-tmc040121",2,0
"loc01-tmc040123",1135,"loc01-tmc040123",2,0.102482154363908
"loc01-tmc040128",1136,"loc01-tmc040128",1,0
"loc01-tmc040220",1137,"loc01-tmc040220",2,8.65305653134275
"loc01-tmc040320",1138,"loc01-tmc040320",2,0.166854710313699
"loc01-tmc040326",1139,"loc01-tmc040326",1,0
"loc01-tmc040327",1140,"loc01-tmc040327",1,0
"loc01-tmc040328",1141,"loc01-tmc040328",2,0.416940783563831
"loc01-tmc040425",1142,"loc01-tmc040425",1,0
"loc01-tmc040918",1143,"loc01-tmc040918",2,1.05257259025569
"loc01-tmc040922",1144,"loc01-tmc040922",3,0.423343196097403
"loc01-tmc041118",1145,"loc01-tmc041118",3,1.29590056138705
"loc01-tmc041119",1146,"loc01-tmc041119",2,0.0834491320702288
"loc01-tmc050218",1147,"loc01-tmc050218",2,0.000609753574625889
"loc01-tmc050418",1148,"loc01-tmc050418",2,2.32446773412741
"loc01-tmc050503",1149,"loc01-tmc050503",2,5.55010630176913
"loc01-tmc050518",1150,"loc01-tmc050518",2,8.71076535179841e-05
"loc01-tmc050521",1151,"loc01-tmc050521",1,0
"loc01-tmc050601",1152,"loc01-tmc050601",2,5.8954611957442
"loc01-tmc050615",1153,"loc01-tmc050615",1,0
"loc01-tmc050929",1154,"loc01-tmc050929",2,0.638368438806547
"loc01-tmc051011",1155,"loc01-tmc051011",2,1.05182491622966
"loc01-tmc051107",1156,"loc01-tmc051107",2,0.0834491320702288
"loc01-tmc051117",1157,"loc01-tmc051117",2,0.167072479447494
"loc01-tmc060201",1158,"loc01-tmc060201",2,0.000304876787312944
"loc01-tmc060612",1159,"loc01-tmc060612",2,0.600941183678319
"loc01-tmc070101",1160,"loc01-tmc070101",2,3.72280689605161
"loc01-tmc070120 ",1161,"loc01-tmc070120 ",2,0.0845379777392036
"loc010-tmc020202",1162,"loc010-tmc020202",1,0
"loc010-tmc060409",1163,"loc010-tmc060409",2,0.384406074974864
"loc011-tmc020202",1164,"loc011-tmc020202",1,0
"loc011-tmc060409",1165,"loc011-tmc060409",2,0.640241253357183
"loc012-tmc020202",1166,"loc012-tmc020202",1,0
"loc012-tmc060409",1167,"loc012-tmc060409",2,0.768028181068066
"loc013-tmc060409",1168,"loc013-tmc060409",2,0.895728001125431
"loc014-tmc020202",1169,"loc014-tmc020202",2,0.0822078480075975
"loc014-tmc060409",1170,"loc014-tmc060409",2,1.02334071352928
"loc015-tmc060409",1171,"loc015-tmc060409",2,1.15086631827961
"loc016-tmc060409",1172,"loc016-tmc060409",2,1.27830481537642
"loc017-tmc060409",1173,"loc017-tmc060409",2,1.40565620481971
"loc018-tmc060409",1174,"loc018-tmc060409",2,1.53292048660948
"loc019-tmc060409",1175,"loc019-tmc060409",2,1.66009766074574
"loc02-tmc010101",1176,"loc02-tmc010101",2,4.35538267589921e-05
"loc02-tmc010103",1177,"loc02-tmc010103",3,0.524772799647969
"loc02-tmc010201",1178,"loc02-tmc010201",2,0.16724669475453
"loc02-tmc010203",1179,"loc02-tmc010203",2,0.000783968881661857
"loc02-tmc010206",1180,"loc02-tmc010206",3,0.169685709053033
"loc02-tmc010319",1181,"loc02-tmc010319",2,0.0359754609029274
"loc02-tmc010509",1182,"loc02-tmc010509",2,0
"loc02-tmc020127",1183,"loc02-tmc020127",2,0.000522645921107905
"loc02-tmc020218",1184,"loc02-tmc020218",2,0.207903466136936
"loc02-tmc020328",1185,"loc02-tmc020328",1,0
"loc02-tmc020719",1186,"loc02-tmc020719",1,0
"loc02-tmc030511",1187,"loc02-tmc030511",2,0
"loc02-tmc031216",1188,"loc02-tmc031216",2,0
"loc02-tmc040121",1189,"loc02-tmc040121",2,0.000195992220415464
"loc02-tmc040123",1190,"loc02-tmc040123",2,0
"loc02-tmc040128",1191,"loc02-tmc040128",2,0.0834491320702288
"loc02-tmc040220",1192,"loc02-tmc040220",2,8.69691523488905
"loc02-tmc040320",1193,"loc02-tmc040320",2,0.210713413860004
"loc02-tmc040326",1194,"loc02-tmc040326",3,0.0038327367547913
"loc02-tmc040327",1195,"loc02-tmc040327",2,0.128266019805232
"loc02-tmc040328",1196,"loc02-tmc040328",2,0.460799487110136
"loc02-tmc040425",1197,"loc02-tmc040425",3,0.387541950501511
"loc02-tmc040918",1198,"loc02-tmc040918",2,0.256466708870325
"loc02-tmc040922",1199,"loc02-tmc040922",2,0.467201899643708
"loc02-tmc041118",1200,"loc02-tmc041118",2,1.38361796847966
"loc02-tmc041119",1201,"loc02-tmc041119",2,0.127307835616534
"loc02-tmc050218",1202,"loc02-tmc050218",2,0.637889346712198
"loc02-tmc050223",1203,"loc02-tmc050223",2,8.71076535179841e-05
"loc02-tmc050418",1204,"loc02-tmc050418",3,2.36832643767371
"loc02-tmc050503",1205,"loc02-tmc050503",2,5.59396500531544
"loc02-tmc050518",1206,"loc02-tmc050518",2,2.69204896582527
"loc02-tmc050521",1207,"loc02-tmc050521",2,0.127525604750329
"loc02-tmc050601",1208,"loc02-tmc050601",2,2.86196040978416
"loc02-tmc050615",1209,"loc02-tmc050615",2,0.950559621533108
"loc02-tmc050929",1210,"loc02-tmc050929",2,0.765110074675213
"loc02-tmc051011",1211,"loc02-tmc051011",2,0.166854710313699
"loc02-tmc051107",1212,"loc02-tmc051107",2,0.127307835616534
"loc02-tmc051117",1213,"loc02-tmc051117",2,0.0835797935505058
"loc02-tmc060201",1214,"loc02-tmc060201",2,2.45547764501845
"loc02-tmc060512",1215,"loc02-tmc060512",2,2.3827863081577
"loc02-tmc060612",1216,"loc02-tmc060612",2,0.517361390127814
"loc02-tmc070101",1217,"loc02-tmc070101",2,2.40099180774296
"loc02-tmc070120 ",1218,"loc02-tmc070120 ",2,0.000479092094348913
"loc020-tmc060409",1219,"loc020-tmc060409",2,1.78718772722848
"loc021-tmc060409",1220,"loc021-tmc060409",2,1.9141906860577
"loc022-tmc060409",1221,"loc022-tmc060409",2,2.0411065372334
"loc023-tmc060409",1222,"loc023-tmc060409",2,2.16793528075559
"loc024-tmc060409",1223,"loc024-tmc060409",2,2.29467691662426
"loc025-tmc060409",1224,"loc025-tmc060409",2,2.42133144483941
"loc026-tmc060409",1225,"loc026-tmc060409",2,2.54789886540104
"loc027-tmc060409",1226,"loc027-tmc060409",2,0.416810122083554
"loc028-tmc060409",1227,"loc028-tmc060409",2,0.460668825629859
"loc029-tmc060409",1228,"loc029-tmc060409",2,0.504527529176164
"loc03-tmc010201",1229,"loc03-tmc010201",2,0.00010888456689748
"loc03-tmc010202",1230,"loc03-tmc010202",2,0.00104529184221581
"loc03-tmc010205",1231,"loc03-tmc010205",1,0
"loc03-tmc010509",1232,"loc03-tmc010509",2,0
"loc03-tmc010512",1233,"loc03-tmc010512",3,0.167072479447494
"loc03-tmc020218",1234,"loc03-tmc020218",2,0.335385517060506
"loc03-tmc020328",1235,"loc03-tmc020328",4,0.314830288521599
"loc03-tmc040128",1236,"loc03-tmc040128",2,0.127307835616534
"loc03-tmc040220",1237,"loc03-tmc040220",2,8.74077393843536
"loc03-tmc040320",1238,"loc03-tmc040320",2,0.00209058368443162
"loc03-tmc040326",1239,"loc03-tmc040326",2,0.00021776913379496
"loc03-tmc040327",1240,"loc03-tmc040327",2,0.256444931956945
"loc03-tmc040328",1241,"loc03-tmc040328",2,0.504658190656441
"loc03-tmc040425",1242,"loc03-tmc040425",2,0.000174215307035968
"loc03-tmc040918",1243,"loc03-tmc040918",2,0.164677018975749
"loc03-tmc040922",1244,"loc03-tmc040922",2,0.511060603190013
"loc03-tmc041118",1245,"loc03-tmc041118",2,1.60291148621119
"loc03-tmc041119",1246,"loc03-tmc041119",2,0
"loc03-tmc050218",1247,"loc03-tmc050218",2,1.14677225856426
"loc03-tmc050223",1248,"loc03-tmc050223",2,8.71076535179841e-05
"loc03-tmc050418",1249,"loc03-tmc050418",3,20.7604063368032
"loc03-tmc050503",1250,"loc03-tmc050503",2,7.41556336667114
"loc03-tmc050518",1251,"loc03-tmc050518",2,2.73590766937158
"loc03-tmc050521",1252,"loc03-tmc050521",2,0.25496410184714
"loc03-tmc050601",1253,"loc03-tmc050601",2,0.166854710313699
"loc03-tmc050615",1254,"loc03-tmc050615",2,7.5860238520846
"loc03-tmc050929",1255,"loc03-tmc050929",2,3.56366121307425
"loc03-tmc051011",1256,"loc03-tmc051011",2,0.126937628089082
"loc03-tmc051107",1257,"loc03-tmc051107",2,0.0834491320702288
"loc03-tmc060201",1258,"loc03-tmc060201",2,2.58200151175333
"loc03-tmc060512",1259,"loc03-tmc060512",3,2.426645011704
"loc03-tmc060612",1260,"loc03-tmc060612",2,0.43369448892379
"loc03-tmc070101",1261,"loc03-tmc070101",2,2.44485051128926
"loc03-tmc070120",1262,"loc03-tmc070120",2,1.01327977954795
"loc030-tmc060409",1263,"loc030-tmc060409",2,0.548386232722469
"loc031-tmc060409",1264,"loc031-tmc060409",2,0.636103639815079
"loc032-tmc060409",1265,"loc032-tmc060409",2,1.26667594363177
"loc033-tmc060409",1266,"loc033-tmc060409",2,1.35439335072438
"loc034-tmc060409",1267,"loc034-tmc060409",2,1.39825205427068
"loc035-tmc060409",1268,"loc035-tmc060409",4,22.1932371505141
"loc036-tmc060409",1269,"loc036-tmc060409",2,18.7527897133411
"loc037-tmc060409",1270,"loc037-tmc060409",2,18.7966484168874
"loc038-tmc060409",1271,"loc038-tmc060409",2,18.8405071204337
"loc039-tmc060409",1272,"loc039-tmc060409",2,18.88436582398
"loc04-tmc010101",1273,"loc04-tmc010101",2,0
"loc04-tmc010201",1274,"loc04-tmc010201",1,0
"loc04-tmc010202",1275,"loc04-tmc010202",2,0.000391984440830929
"loc04-tmc010205",1276,"loc04-tmc010205",3,0.157635816983045
"loc04-tmc010512",1277,"loc04-tmc010512",3,8.71076535179841e-05
"loc04-tmc020218",1278,"loc04-tmc020218",2,0.357250263990632
"loc04-tmc020328",1279,"loc04-tmc020328",1,0
"loc04-tmc030512",1280,"loc04-tmc030512",2,0
"loc04-tmc040128",1281,"loc04-tmc040128",2,3.17371488393646
"loc04-tmc040220",1282,"loc04-tmc040220",2,8.78463264198166
"loc04-tmc040320",1283,"loc04-tmc040320",2,0.00209058368443162
"loc04-tmc040327",1284,"loc04-tmc040327",3,0.384536736455141
"loc04-tmc040328",1285,"loc04-tmc040328",2,0.000174215307035968
"loc04-tmc040918",1286,"loc04-tmc040918",1,0
"loc04-tmc040922",1287,"loc04-tmc040922",2,1.05257259025569
"loc04-tmc041118",1288,"loc04-tmc041118",2,1.77834630039641
"loc04-tmc050218",1289,"loc04-tmc050218",2,1.27377521739348
"loc04-tmc050223",1290,"loc04-tmc050223",2,0.251784672493733
"loc04-tmc050418",1291,"loc04-tmc050418",3,1.46144502741242
"loc04-tmc050503",1292,"loc04-tmc050503",2,2.18765962033792
"loc04-tmc050518",1293,"loc04-tmc050518",3,2.77976637291788
"loc04-tmc050521",1294,"loc04-tmc050521",2,0.382315491290432
"loc04-tmc050601",1295,"loc04-tmc050601",3,0.854045951921198
"loc04-tmc050615",1296,"loc04-tmc050615",2,1.28762533430284
"loc04-tmc050929",1297,"loc04-tmc050929",2,2.91196530327945
"loc04-tmc051011",1298,"loc04-tmc051011",2,0.627087997675968
"loc04-tmc051107",1299,"loc04-tmc051107",2,0.127307835616534
"loc04-tmc051117",1300,"loc04-tmc051117",3,3.19718479678184
"loc04-tmc060201",1301,"loc04-tmc060201",2,8.49042654222467
"loc04-tmc060512",1302,"loc04-tmc060512",2,1.07881377087798
"loc04-tmc060612",1303,"loc04-tmc060612",2,0.349940480066248
"loc04-tmc070101",1304,"loc04-tmc070101",2,2.48870921483556
"loc04-tmc070120",1305,"loc04-tmc070120",2,0.930179078091793
"loc040-tmc060409",1306,"loc040-tmc060409",2,18.9282245275263
"loc041-tmc060409",1307,"loc041-tmc060409",2,18.9720832310726
"loc042-tmc060409",1308,"loc042-tmc060409",2,19.0159419346189
"loc043-tmc060409",1309,"loc043-tmc060409",2,19.0598006381652
"loc044-tmc060409",1310,"loc044-tmc060409",2,0.493595518659657
"loc045-tmc060409",1311,"loc045-tmc060409",2,0.537454222205962
"loc046-tmc060409",1312,"loc046-tmc060409",3,1.20861869256203
"loc047-tmc060409",1313,"loc047-tmc060409",2,1.25247739610833
"loc048-tmc060409",1314,"loc048-tmc060409",2,1.29633609965464
"loc049-tmc060409",1315,"loc049-tmc060409",2,0.892374356464988
"loc05-tmc010205",1316,"loc05-tmc010205",2,0.11377711343674
"loc05-tmc010512",1317,"loc05-tmc010512",2,0
"loc05-tmc020218",1318,"loc05-tmc020218",2,0.0835797935505058
"loc05-tmc020328",1319,"loc05-tmc020328",1,0
"loc05-tmc040123",1320,"loc05-tmc040123",3,0
"loc05-tmc040128",1321,"loc05-tmc040128",2,5.30426661893997
"loc05-tmc040220",1322,"loc05-tmc040220",2,8.82849134552797
"loc05-tmc040320",1323,"loc05-tmc040320",2,0.00195992220415464
"loc05-tmc040326",1324,"loc05-tmc040326",2,0.00413761354210425
"loc05-tmc040327",1325,"loc05-tmc040327",2,0.00156793776332371
"loc05-tmc040328",1326,"loc05-tmc040328",2,0.000130661480276976
"loc05-tmc040425",1327,"loc05-tmc040425",2,0.516199954747574
"loc05-tmc040922",1328,"loc05-tmc040922",2,0.127438497096811
"loc05-tmc050223",1329,"loc05-tmc050223",2,0.167943555982673
"loc05-tmc050418",1330,"loc05-tmc050418",3,4.16735914658721
"loc05-tmc050503",1331,"loc05-tmc050503",2,0.647632321804402
"loc05-tmc050518",1332,"loc05-tmc050518",3,0.515452280721545
"loc05-tmc050521",1333,"loc05-tmc050521",2,0.509579773080207
"loc05-tmc050601",1334,"loc05-tmc050601",2,0.404666900384797
"loc05-tmc050615",1335,"loc05-tmc050615",2,5.23273104854866
"loc05-tmc050929",1336,"loc05-tmc050929",2,4.35472936849782
"loc05-tmc051011",1337,"loc05-tmc051011",2,0.714805404768578
"loc05-tmc051107",1338,"loc05-tmc051107",2,0.0662590588459797
"loc05-tmc051117",1339,"loc05-tmc051117",3,2.03012701345134
"loc05-tmc060201",1340,"loc05-tmc060201",2,0.384449628801623
"loc05-tmc060512",1341,"loc05-tmc060512",2,1.12267247442429
"loc05-tmc060612",1342,"loc05-tmc060612",2,0.00783968881661857
"loc05-tmc070101",1343,"loc05-tmc070101",2,1.32603980950427
"loc05-tmc070120",1344,"loc05-tmc070120",2,0.846991268982118
"loc050-tmc060409 ",1345,"loc050-tmc060409 ",2,1.01950797677449
"loc051-tmc060409 ",1346,"loc051-tmc060409 ",2,1.14655448943047
"loc052-tmc060409",1347,"loc052-tmc060409",2,2.71414382214011
"loc053-tmc060409",1348,"loc053-tmc060409",2,2.13474726476524
"loc054-tmc060409",1349,"loc054-tmc060409",2,2.43944983677115
"loc055-tmc060409",1350,"loc055-tmc060409",2,2.48330854031745
"loc056-tmc060409",1351,"loc056-tmc060409",2,2.52716724386376
"loc057-tmc060409",1352,"loc057-tmc060409",3,4.34109702072226
"loc058-tmc060409",1353,"loc058-tmc060409",2,2.29437203983694
"loc059-tmc060409",1354,"loc059-tmc060409",2,2.33823074338325
"loc06-tmc010103",1355,"loc06-tmc010103",3,0.000653307401384881
"loc06-tmc010205",1356,"loc06-tmc010205",3,44.3762481736041
"loc06-tmc020328",1357,"loc06-tmc020328",3,0
"loc06-tmc020719",1358,"loc06-tmc020719",1,0
"loc06-tmc030512 ",1359,"loc06-tmc030512 ",2,0
"loc06-tmc040123",1360,"loc06-tmc040123",2,0
"loc06-tmc040128",1361,"loc06-tmc040128",2,0.647863173040007
"loc06-tmc040220",1362,"loc06-tmc040220",2,8.87235004907427
"loc06-tmc040320",1363,"loc06-tmc040320",2,0.00174215307035968
"loc06-tmc040326",1364,"loc06-tmc040326",3,0.00470381328997114
"loc06-tmc040327",1365,"loc06-tmc040327",2,0.00152438393656472
"loc06-tmc040425",1366,"loc06-tmc040425",2,0.645032174300673
"loc06-tmc040918",1367,"loc06-tmc040918",2,0.270839471700792
"loc06-tmc040922",1368,"loc06-tmc040922",2,0.254789886540104
"loc06-tmc050223",1369,"loc06-tmc050223",2,0.0840153318180957
"loc06-tmc050418",1370,"loc06-tmc050418",3,6.28763355013834
"loc06-tmc050503",1371,"loc06-tmc050503",2,0.691491025350707
"loc06-tmc050518",1372,"loc06-tmc050518",2,0.464145872799452
"loc06-tmc050521",1373,"loc06-tmc050521",2,1.62873890547927
"loc06-tmc050601",1374,"loc06-tmc050601",2,1.56954666242411
"loc06-tmc050615",1375,"loc06-tmc050615",2,4.87528470592129
"loc06-tmc050929",1376,"loc06-tmc050929",2,0.00527001303783804
"loc06-tmc051011",1377,"loc06-tmc051011",2,0.424584480160034
"loc06-tmc051107",1378,"loc06-tmc051107",2,0.00566199747866897
"loc06-tmc051117",1379,"loc06-tmc051117",2,0.0514080335178636
"loc06-tmc060201",1380,"loc06-tmc060201",2,1.27865324599049
"loc06-tmc060512",1381,"loc06-tmc060512",2,1.16653117797059
"loc06-tmc060612",1382,"loc06-tmc060612",5,0.42042508970455
"loc06-tmc070101",1383,"loc06-tmc070101",2,1.36989851305058
"loc06-tmc070120",1384,"loc06-tmc070120",2,0.254702778886586
"loc060-tmc060409",1385,"loc060-tmc060409",2,2.38208944692955
"loc061-tmc060409",1386,"loc061-tmc060409",2,2.42594815047586
"loc062-tmc060409",1387,"loc062-tmc060409",2,2.46980685402216
"loc063-tmc060409",1388,"loc063-tmc060409",3,2.51366555756847
"loc064-tmc060409",1389,"loc064-tmc060409",2,1.20770406220009
"loc065-tmc060409",1390,"loc065-tmc060409",2,9.48326505908039
"loc066-tmc060409",1391,"loc066-tmc060409",3,0.5168097083222
"loc067-tmc060409",1392,"loc067-tmc060409",2,1.2564407943434
"loc068-tmc060409",1393,"loc068-tmc060409",2,1.17103174006902
"loc069-tmc060409",1394,"loc069-tmc060409",4,3.37925431057668
"loc07-tmc010205",1395,"loc07-tmc010205",3,2.6985225162759
"loc07-tmc010512",1396,"loc07-tmc010512",4,56.4760511661646
"loc07-tmc020218",1397,"loc07-tmc020218",2,0.70120499646597
"loc07-tmc020719",1398,"loc07-tmc020719",2,0
"loc07-tmc030512",1399,"loc07-tmc030512",2,0.00100173801545682
"loc07-tmc040123",1400,"loc07-tmc040123",2,4.35538267589921e-05
"loc07-tmc040220",1401,"loc07-tmc040220",2,8.91620875262058
"loc07-tmc040320",1402,"loc07-tmc040320",2,0.00143727628304674
"loc07-tmc040326",1403,"loc07-tmc040326",2,3.05647690046579
"loc07-tmc040327",1404,"loc07-tmc040327",2,0.00139372245628775
"loc07-tmc040425",1405,"loc07-tmc040425",2,0.773777286200253
"loc07-tmc040918",1406,"loc07-tmc040918",2,0.00352785996747836
"loc07-tmc040922",1407,"loc07-tmc040922",2,0.133579586669829
"loc07-tmc050223",1408,"loc07-tmc050223",3,1.41950632172907
"loc07-tmc050418",1409,"loc07-tmc050418",3,1.2798531539177
"loc07-tmc050503",1410,"loc07-tmc050503",2,2.19483730694159
"loc07-tmc050518",1411,"loc07-tmc050518",3,0.508004576345757
"loc07-tmc050521",1412,"loc07-tmc050521",2,1.67259760902557
"loc07-tmc050615",1413,"loc07-tmc050615",2,4.9191434094676
"loc07-tmc050929",1414,"loc07-tmc050929",2,1.13997786158986
"loc07-tmc051011",1415,"loc07-tmc051011",2,0.090439521265047
"loc07-tmc051107",1416,"loc07-tmc051107",2,0.0834491320702288
"loc07-tmc051117",1417,"loc07-tmc051117",2,0.178759422961156
"loc07-tmc060201",1418,"loc07-tmc060201",2,0.512454325646301
"loc07-tmc060512",1419,"loc07-tmc060512",2,1.2103898815169
"loc07-tmc060612",1420,"loc07-tmc060612",2,0.0840588856448547
"loc07-tmc070101",1421,"loc07-tmc070101",3,1.41375721659688
"loc070-tmc060409",1422,"loc070-tmc060409",2,1.70957480794396
"loc071-tmc060409",1423,"loc071-tmc060409",2,4.20952091008334
"loc072-tmc060409",1424,"loc072-tmc060409",2,4.25337961362965
"loc073-tmc060409",1425,"loc073-tmc060409",2,4.29723831717595
"loc074-tmc060409",1426,"loc074-tmc060409",2,9.60835164953222
"loc075-tmc060409",1427,"loc075-tmc060409",2,9.54585190813306
"loc076-tmc060409",1428,"loc076-tmc060409",2,9.4205911023742
"loc077-tmc060409",1429,"loc077-tmc060409",2,9.3578300380145
"loc078-tmc060409 ",1430,"loc078-tmc060409 ",2,7.85740070616722
"loc079-tmc060409 ",1431,"loc079-tmc060409 ",2,7.78470936930646
"loc08-tmc010103",1432,"loc08-tmc010103",1,0
"loc08-tmc010201",1433,"loc08-tmc010201",2,0
"loc08-tmc010512",1434,"loc08-tmc010512",3,0.62748262645628
"loc08-tmc020218",1435,"loc08-tmc020218",2,0.504571083002923
"loc08-tmc040123",1436,"loc08-tmc040123",2,0
"loc08-tmc040220",1437,"loc08-tmc040220",2,8.96006745616688
"loc08-tmc040320",1438,"loc08-tmc040320",2,0.00104529184221581
"loc08-tmc040326",1439,"loc08-tmc040326",1,0
"loc08-tmc040327",1440,"loc08-tmc040327",2,0.00117595332249279
"loc08-tmc040425",1441,"loc08-tmc040425",3,1.2901079024281
"loc08-tmc040918",1442,"loc08-tmc040918",2,0.565132679111301
"loc08-tmc040922",1443,"loc08-tmc040922",2,1.49215410476307
"loc08-tmc050418",1444,"loc08-tmc050418",2,0.0780920113788728
"loc08-tmc050503",1445,"loc08-tmc050503",2,0.382315491290432
"loc08-tmc050518",1446,"loc08-tmc050518",2,0.21665125224148
"loc08-tmc050521",1447,"loc08-tmc050521",2,1.71645631257188
"loc08-tmc050601",1448,"loc08-tmc050601",2,0
"loc08-tmc050615",1449,"loc08-tmc050615",2,0.0835362397237468
"loc08-tmc051011",1450,"loc08-tmc051011",2,0.00668551240750528
"loc08-tmc051107",1451,"loc08-tmc051107",2,0.127307835616534
"loc08-tmc051117",1452,"loc08-tmc051117",2,0.306023704750931
"loc08-tmc060201",1453,"loc08-tmc060201",2,0.640589683971255
"loc08-tmc060512",1454,"loc08-tmc060512",2,0.250216734730409
"loc08-tmc070101",1455,"loc08-tmc070101",2,0.0022212451647086
"loc080-tmc060409 ",1456,"loc080-tmc060409 ",2,7.71193092479219
"loc081-tmc060409",1457,"loc081-tmc060409",2,7.56611271280308
"loc082-tmc060409",1458,"loc082-tmc060409",2,7.49307294532825
"loc083-tmc060409",1459,"loc083-tmc060409",2,0.432750822677345
"loc084-tmc060409",1460,"loc084-tmc060409",2,0.348604829378972
"loc085-tmc060409",1461,"loc085-tmc060409",2,0.180051519821673
"loc086-tmc060409",1462,"loc086-tmc060409",2,0.0956442035627466
"loc087-tmc060409",1463,"loc087-tmc060409",2,2.72040105525115
"loc088-tmc060409",1464,"loc088-tmc060409",3,2.79974160966378
"loc089-tmc060409",1465,"loc089-tmc060409",2,2.72604853478757
"loc09-tmc010103",1466,"loc09-tmc010103",3,6.53307401384881e-05
"loc09-tmc010201",1467,"loc09-tmc010201",2,0.0836669012040238
"loc09-tmc020328",1468,"loc09-tmc020328",2,0
"loc09-tmc020719",1469,"loc09-tmc020719",3,8.71076535179841e-05
"loc09-tmc040123",1470,"loc09-tmc040123",2,0.00021776913379496
"loc09-tmc040220",1471,"loc09-tmc040220",2,9.00392615971319
"loc09-tmc040320",1472,"loc09-tmc040320",2,0.000566199747866897
"loc09-tmc040326",1473,"loc09-tmc040326",3,0.127438497096811
"loc09-tmc040327",1474,"loc09-tmc040327",2,0.000871076535179841
"loc09-tmc040425",1475,"loc09-tmc040425",2,1.41833036840658
"loc09-tmc040918",1476,"loc09-tmc040918",2,0.685065400063313
"loc09-tmc050518",1477,"loc09-tmc050518",2,0.260509955787784
"loc09-tmc050521",1478,"loc09-tmc050521",3,0.501783638090348
"loc09-tmc050601",1479,"loc09-tmc050601",2,0.612105481270874
"loc09-tmc051011",1480,"loc09-tmc051011",1,0
"loc09-tmc051107",1481,"loc09-tmc051107",2,0.0453250157138569
"loc09-tmc051117",1482,"loc09-tmc051117",2,0.433200878887188
"loc09-tmc060201",1483,"loc09-tmc060201",2,4.25553552805422
"loc09-tmc060512",1484,"loc09-tmc060512",2,0.294075438276714
"loc09-tmc070101",1485,"loc09-tmc070101",3,0.254572117406309
"loc090-tmc060409",1486,"loc090-tmc060409",2,1.29084831748301
"loc091-tmc060409",1487,"loc091-tmc060409",2,1.22007334899964
"loc092-tmc060409",1488,"loc092-tmc060409",2,1.14921127286276
"loc093-tmc060409",1489,"loc093-tmc060409",2,1.07826208907237
"loc094-tmc060409",1490,"loc094-tmc060409",2,1.00722579762845
"loc095-tmc060409",1491,"loc095-tmc060409",2,0.936102398531016
"loc096-tmc060409",1492,"loc096-tmc060409",2,0.864891891780064
"loc097-tmc060409",1493,"loc097-tmc060409",2,0.793594277375594
"loc098-tmc060409",1494,"loc098-tmc060409",2,0.722209555317606
"loc099-tmc060409",1495,"loc099-tmc060409",2,0.6507377256061
"loc10-tmc010201",1496,"loc10-tmc010201",2,6.53307401384881e-05
"loc10-tmc020218",1497,"loc10-tmc020218",2,0.0445526611859983
"loc10-tmc020328",1498,"loc10-tmc020328",2,0
"loc10-tmc040123",1499,"loc10-tmc040123",2,0.127743373884124
"loc10-tmc040220",1500,"loc10-tmc040220",2,9.04778486325949
"loc10-tmc040326",1501,"loc10-tmc040326",2,0.166593387353145
"loc10-tmc040327",1502,"loc10-tmc040327",2,0.000479092094348913
"loc10-tmc040425",1503,"loc10-tmc040425",2,1.54655283438505
"loc10-tmc040918",1504,"loc10-tmc040918",2,1.29130563266398
"loc10-tmc040922",1505,"loc10-tmc040922",2,1.26869393760493
"loc10-tmc050518",1506,"loc10-tmc050518",3,0.58379549387753
"loc10-tmc050521",1507,"loc10-tmc050521",2,0.231074827869832
"loc10-tmc050601",1508,"loc10-tmc050601",2,0.334144958894987
"loc10-tmc051011",1509,"loc10-tmc051011",2,0.0902798239002641
"loc10-tmc051117",1510,"loc10-tmc051117",2,0.560290945369927
"loc10-tmc060201",1511,"loc10-tmc060201",3,5.33895874559753
"loc10-tmc060512",1512,"loc10-tmc060512",2,0.337934141823019
"loc10-tmc070101",1513,"loc10-tmc070101",3,1.61469279634949
"loc100-tmc040220",1514,"loc100-tmc040220",2,0.166506279699627
"loc100-tmc051117",1515,"loc100-tmc051117",4,7.60997468137874
"loc100-tmc060409",1516,"loc100-tmc060409",2,0.579178788241076
"loc101-tmc040220",1517,"loc101-tmc040220",2,0.763803459872444
"loc101-tmc051117",1518,"loc101-tmc051117",2,0.940096172768338
"loc101-tmc060409",1519,"loc101-tmc060409",2,0.134494217031768
"loc102-tmc040220",1520,"loc102-tmc040220",2,0.0867592229039122
"loc102-tmc051117",1521,"loc102-tmc051117",2,0.983954876314643
"loc102-tmc060409",1522,"loc102-tmc060409",2,0.0578394819359414
"loc103-tmc040220",1523,"loc103-tmc040220",2,0.130617926450217
"loc103-tmc051117",1524,"loc103-tmc051117",3,1.30183684427471
"loc103-tmc060409",1525,"loc103-tmc060409",2,0.216985164913298
"loc104-tmc040220",1526,"loc104-tmc040220",2,4.14901012677285
"loc104-tmc051117",1527,"loc104-tmc051117",3,0.0960398174891407
