Year,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
World,12581804,12343103,12082871,11813541,11566819,11269093,10972503,10700054,10425839,10124682,9823271,9517102,9210016,8906071,8641340,8317061,8035142,7757190,7505356,7213491,6992278,6698723,6451554,6218735,6001674,5792509,5600063,5416904
